id,srno,application_name,customer_initiated_transactions_volume_mn,customer_initiated_transactions_value_cr,b_2_c_transactions_volume_mn,b_2_c_transactions_value_cr,b_2_b_transactions_volume_mn,b_2_b_transactions_value_cr,onus_transactions_volume_mn,onus_transactions_value_cr,total_volume_mn,total_value_cr,created_at,updated_at,published_at,created_by_id,updated_by_id,product_name,tab_name,year,month,upi_application_name,upi_volume_mn,upi_value_cr,locale
14195,13,Mobikwik #,68.669269,8115.021978364989,0.00,0.00,0.00,0.00,-,-,68.669269,8115.021978364989,2026-07-22T12:20:12.844Z,2026-07-22T12:20:12.844Z,,,,UPI,upi-apps,2026,Jun,,,,en
14196,14,HDFC Bank Apps,34.127717,11721.242835924977,31.44,5322.56,0.00,0.57,-,-,65.57316999999999,17044.380757257968,2026-07-22T12:20:12.856Z,2026-07-22T12:20:12.856Z,,,,UPI,upi-apps,2026,Jun,,,,en
14197,15,Slice Small Finance Bank Apps,59.750693,5270.77611327499,4.84,365.05,0.02,5.97,-,-,64.61283,5641.792812993989,2026-07-22T12:20:14.180Z,2026-07-22T12:20:14.180Z,,,,UPI,upi-apps,2026,Jun,,,,en
14198,16,Yes Bank Apps,3.615161,2531.0026582469986,44.23,4995.26,0.37,9.46,-,-,48.209086000000006,7535.720637903987,2026-07-22T12:20:16.129Z,2026-07-22T12:20:16.129Z,,,,UPI,upi-apps,2026,Jun,,,,en
14199,17,ICICI Bank Apps,23.034343,7586.13663509399,21.66,11069.36,3.26,3144.98,-,-,47.950745999999995,21800.476567209967,2026-07-22T12:20:16.148Z,2026-07-22T12:20:16.148Z,,,,UPI,upi-apps,2026,Jun,,,,en
14200,18,IDFC Bank Apps,15.071821,3481.4809794549888,31.08,220.69,0.02,4.92,-,-,46.16754,3707.090298563989,2026-07-22T12:20:16.178Z,2026-07-22T12:20:16.178Z,,,,UPI,upi-apps,2026,Jun,,,,en
14201,19,State Bank of India Apps,23.129268,5973.63775026099,0.02,3.96,0.00,0.14,-,-,23.147927000000003,5977.73267975199,2026-07-22T12:20:16.187Z,2026-07-22T12:20:16.187Z,,,,UPI,upi-apps,2026,Jun,,,,en
14202,20,Unity Small Finance Bank Apps,0.063587,14.952828726,19.25,2275.98,0.00,0.00,-,-,19.312432999999995,2290.9326863140004,2026-07-22T12:20:16.197Z,2026-07-22T12:20:16.197Z,,,,UPI,upi-apps,2026,Jun,,,,en
14203,21,India Post Payments Bank Apps,17.537103,1929.2587711379902,0.00,0.01,0.00,0.00,-,-,17.537271999999998,1929.2661543369902,2026-07-22T12:20:16.204Z,2026-07-22T12:20:16.204Z,,,,UPI,upi-apps,2026,Jun,,,,en
14204,22,Airtel Payments Bank Apps,14.118825,1344.0008230849899,1.72,183.15,0.00,0.00,-,-,15.836623999999999,1527.1468164959888,2026-07-22T12:20:16.217Z,2026-07-22T12:20:16.217Z,,,,UPI,upi-apps,2026,Jun,,,,en
14205,23,Bajaj Finserv #,15.402981,3404.9113222969895,0.00,0.00,0.00,0.00,-,-,15.402981,3404.9113222969895,2026-07-22T12:20:16.224Z,2026-07-22T12:20:16.224Z,,,,UPI,upi-apps,2026,Jun,,,,en
14206,24,Groww #,14.749303,11613.02289833898,0.00,0.00,0.00,0.00,-,-,14.749303,11613.02289833898,2026-07-22T12:20:16.232Z,2026-07-22T12:20:16.232Z,,,,UPI,upi-apps,2026,Jun,,,,en
14207,25,KreditBee #,11.340254,217.15417314300004,0.00,0.00,0.00,0.00,-,-,11.340254,217.15417314300004,2026-07-22T12:20:16.246Z,2026-07-22T12:20:16.246Z,,,,UPI,upi-apps,2026,Jun,,,,en
14208,26,Samsung Pay #,10.486043,721.422834586,0.00,0.00,0.00,0.00,-,-,10.486043,721.422834586,2026-07-22T12:20:16.255Z,2026-07-22T12:20:16.255Z,,,,UPI,upi-apps,2026,Jun,,,,en
14209,27,Federal Bank Apps,8.396691,3009.8898072949987,0.01,9.94,0.00,0.03,-,-,8.41267,3019.8594929589985,2026-07-22T12:20:16.262Z,2026-07-22T12:20:16.262Z,,,,UPI,upi-apps,2026,Jun,,,,en
14210,28,POP UPI #,7.559464,744.840201096999,0.00,0.00,0.00,0.00,-,-,7.559464,744.840201096999,2026-07-22T12:20:16.269Z,2026-07-22T12:20:16.269Z,,,,UPI,upi-apps,2026,Jun,,,,en
14211,29,Jio Payments Bank Apps,6.713342,423.9109143519996,0.00,0.00,0.00,0.00,-,-,6.713342,423.9109143519996,2026-07-22T12:20:16.277Z,2026-07-22T12:20:16.277Z,,,,UPI,upi-apps,2026,Jun,,,,en
14212,30,Money View #,5.14666,388.958625155,0.00,0.00,0.00,0.00,-,-,5.14666,388.958625155,2026-07-22T12:20:16.287Z,2026-07-22T12:20:16.287Z,,,,UPI,upi-apps,2026,Jun,,,,en
14213,31,Jupiter Money #,5.031984,839.6357043959997,0.00,0.00,0.00,0.00,-,-,5.031984,839.6357043959997,2026-07-22T12:20:16.296Z,2026-07-22T12:20:16.296Z,,,,UPI,upi-apps,2026,Jun,,,,en
14214,32,Deutsche Bank Apps,0.027865,36.509281971,4.74,844.25,0.00,0.14,-,-,4.775208000000001,880.901517557999,2026-07-22T12:20:16.304Z,2026-07-22T12:20:16.304Z,,,,UPI,upi-apps,2026,Jun,,,,en
14215,33,Jammu and Kashmir Bank Apps,4.199941,564.6255146859991,0.00,0.00,0.00,0.00,-,-,4.199941,564.6255146859991,2026-07-22T12:20:16.320Z,2026-07-22T12:20:16.320Z,,,,UPI,upi-apps,2026,Jun,,,,en
14216,34,Canara Bank Apps,3.983047,1116.07676388599,0.00,0.00,0.00,0.00,-,-,3.983047,1116.07676388599,2026-07-22T12:20:16.328Z,2026-07-22T12:20:16.328Z,,,,UPI,upi-apps,2026,Jun,,,,en
14217,35,Ind Money #,3.583725,1340.705169035,0.00,0.00,0.00,0.00,-,-,3.583725,1340.705169035,2026-07-22T12:20:16.341Z,2026-07-22T12:20:16.341Z,,,,UPI,upi-apps,2026,Jun,,,,en
14218,36,RBL Bank Apps,0.507665,203.10565966,2.82,2467.67,0.02,11.35,-,-,3.352055,2682.1209957289907,2026-07-22T12:20:16.348Z,2026-07-22T12:20:16.348Z,,,,UPI,upi-apps,2026,Jun,,,,en
14219,37,Flipkart UPI #,3.179716,127.1701946189989,0.00,0.00,0.00,0.00,-,-,3.179716,127.1701946189989,2026-07-22T12:20:17.067Z,2026-07-22T12:20:17.067Z,,,,UPI,upi-apps,2026,Jun,,,,en
14220,38,Bharat Pe #,2.690964,288.6004686999999,0.00,0.00,0.00,0.00,-,-,2.690964,288.6004686999999,2026-07-22T12:20:21.368Z,2026-07-22T12:20:21.368Z,,,,UPI,upi-apps,2026,Jun,,,,en
14221,39,Kiwi #,2.376264,477.971677285999,0.00,0.00,0.00,0.00,-,-,2.376264,477.971677285999,2026-07-22T12:20:21.386Z,2026-07-22T12:20:21.386Z,,,,UPI,upi-apps,2026,Jun,,,,en
14222,40,Timepay #,1.136035,20.2065135099999,0.00,0.00,0.00,0.00,-,-,1.136035,20.2065135099999,2026-07-22T12:20:21.394Z,2026-07-22T12:20:21.394Z,,,,UPI,upi-apps,2026,Jun,,,,en
14223,41,Suryoday Bank Apps,-,-,2.09,14.56,0.06,6.29,-,-,2.150219,20.84307911499999,2026-07-22T12:20:21.402Z,2026-07-22T12:20:21.402Z,,,,UPI,upi-apps,2026,Jun,,,,en
14224,42,Standard Chartered Bank Apps,0.093336,86.9389975269999,1.85,137.76,0.07,2.10,-,-,2.0158370000000003,226.80555506899987,2026-07-22T12:20:21.411Z,2026-07-22T12:20:21.411Z,,,,UPI,upi-apps,2026,Jun,,,,en
14225,43,Punjab National Bank Apps,2.015132,545.923438343999,0.00,0.00,0.00,0.00,-,-,2.015132,545.923438343999,2026-07-22T12:20:21.422Z,2026-07-22T12:20:21.422Z,,,,UPI,upi-apps,2026,Jun,,,,en
14226,44,Omni Card #,1.756113,97.8392310529999,0.00,0.00,0.00,0.00,-,-,1.756113,97.8392310529999,2026-07-22T12:20:21.430Z,2026-07-22T12:20:21.430Z,,,,UPI,upi-apps,2026,Jun,,,,en
14227,45,Indian Bank Apps,1.680589,424.48776984699884,0.00,0.00,0.07,76.61,-,-,1.752407,501.09540254699886,2026-07-22T12:20:21.438Z,2026-07-22T12:20:21.438Z,,,,UPI,upi-apps,2026,Jun,,,,en
14228,46,Bank of Baroda Apps,1.712794,474.136456987,0.00,0.00,0.00,18.99,-,-,1.7154519999999998,493.129416387,2026-07-22T12:20:21.445Z,2026-07-22T12:20:21.445Z,,,,UPI,upi-apps,2026,Jun,,,,en
14229,47,Digikhata,1.555456,542.885139375,0.00,0.00,0.00,0.00,-,-,1.555456,542.885139375,2026-07-22T12:20:21.453Z,2026-07-22T12:20:21.453Z,,,,UPI,upi-apps,2026,Jun,,,,en
14230,48,HSBC Bank Apps,0.863631,168.741215346,0.65,4.84,0.01,0.64,-,-,1.518983,174.225740845,2026-07-22T12:20:21.461Z,2026-07-22T12:20:21.461Z,,,,UPI,upi-apps,2026,Jun,,,,en
14231,49,IndusInd Bank Apps,0.55623,150.6413734069999,0.55,60.86,0.00,0.09,-,-,1.108895,211.5865121119999,2026-07-22T12:20:21.468Z,2026-07-22T12:20:21.468Z,,,,UPI,upi-apps,2026,Jun,,,,en
14232,50,Union Bank Apps,0.980952,313.9280023509987,0.00,0.00,0.00,0.00,-,-,0.980952,313.9280023509987,2026-07-22T12:20:21.475Z,2026-07-22T12:20:21.475Z,,,,UPI,upi-apps,2026,Jun,,,,en
14233,51,AU Small Finance Bank Apps,0.962499,308.20567762099904,0.00,0.51,0.00,0.00,-,-,0.967139,308.71932082099903,2026-07-22T12:20:21.483Z,2026-07-22T12:20:21.483Z,,,,UPI,upi-apps,2026,Jun,,,,en
14234,52,South Indian Bank Apps,0.934978,293.53009341300003,0.00,0.00,0.00,0.00,-,-,0.934989,293.531870238,2026-07-22T12:20:21.492Z,2026-07-22T12:20:21.492Z,,,,UPI,upi-apps,2026,Jun,,,,en
14235,53,Aditya Birla Capital Digital #,0.831596,16.8624615659999,0.00,0.00,0.00,0.00,-,-,0.831596,16.8624615659999,2026-07-22T12:20:21.501Z,2026-07-22T12:20:21.501Z,,,,UPI,upi-apps,2026,Jun,,,,en
14236,54,Fino Payments Bank Apps,0.77095,69.035389561,0.00,0.00,0.00,0.00,-,-,0.77095,69.035389561,2026-07-22T12:20:21.510Z,2026-07-22T12:20:21.510Z,,,,UPI,upi-apps,2026,Jun,,,,en
14237,55,Salary Se #,0.738771,79.2784341019999,0.00,0.00,0.00,0.00,-,-,0.738771,79.2784341019999,2026-07-22T12:20:21.518Z,2026-07-22T12:20:21.518Z,,,,UPI,upi-apps,2026,Jun,,,,en
14238,56,Jar #,0.735745,17.321911787999902,0.00,0.00,0.00,0.00,-,-,0.735745,17.321911787999902,2026-07-22T12:20:21.526Z,2026-07-22T12:20:21.526Z,,,,UPI,upi-apps,2026,Jun,,,,en
14239,57,Kredit Pe #,0.727002,63.332812254,0.00,0.00,0.00,0.00,-,-,0.727002,63.332812254,2026-07-22T12:20:21.536Z,2026-07-22T12:20:21.536Z,,,,UPI,upi-apps,2026,Jun,,,,en
14240,58,UCO Bank Apps,0.656306,175.864117575,0.00,0.00,0.00,0.00,-,-,0.656306,175.864117575,2026-07-22T12:20:21.548Z,2026-07-22T12:20:21.548Z,,,,UPI,upi-apps,2026,Jun,,,,en
14241,59,DBS Digibank Apps,0.53955,179.48317724400002,0.02,23.18,0.00,0.00,-,-,0.558013,202.666201625,2026-07-22T12:20:21.560Z,2026-07-22T12:20:21.560Z,,,,UPI,upi-apps,2026,Jun,,,,en
14242,60,Shri Ram One #,0.557538,57.899532463,0.00,0.00,0.00,0.00,-,-,0.557538,57.899532463,2026-07-22T12:20:21.572Z,2026-07-22T12:20:21.572Z,,,,UPI,upi-apps,2026,Jun,,,,en
14243,61,Central Bank of India Apps,0.55331,193.29184506800001,0.00,0.00,0.00,0.00,-,-,0.55331,193.29184506800001,2026-07-22T12:20:21.582Z,2026-07-22T12:20:21.582Z,,,,UPI,upi-apps,2026,Jun,,,,en
14244,62,Rapipay,0.534266,28.991353206,0.00,0.00,0.00,0.00,-,-,0.534266,28.991353206,2026-07-22T12:20:21.592Z,2026-07-22T12:20:21.592Z,,,,UPI,upi-apps,2026,Jun,,,,en
14245,63,One Card #,0.494323,598.376634502,0.00,0.00,0.00,0.00,-,-,0.494323,598.376634502,2026-07-22T12:20:21.662Z,2026-07-22T12:20:21.662Z,,,,UPI,upi-apps,2026,Jun,,,,en
14246,64,Spice Money,0.467589,38.485478865,0.00,0.00,0.00,0.00,-,-,0.467589,38.485478865,2026-07-22T12:20:21.675Z,2026-07-22T12:20:21.675Z,,,,UPI,upi-apps,2026,Jun,,,,en
14247,65,Tata Pay #,0.338596,93.12255105399991,0.00,0.00,0.00,0.00,-,-,0.338596,93.12255105399991,2026-07-22T12:20:21.764Z,2026-07-22T12:20:21.764Z,,,,UPI,upi-apps,2026,Jun,,,,en
14248,66,Obopay,0.327412,50.738537208999894,0.00,0.00,0.00,0.00,-,-,0.327412,50.738537208999894,2026-07-22T12:20:21.775Z,2026-07-22T12:20:21.775Z,,,,UPI,upi-apps,2026,Jun,,,,en
14249,67,Bank of India Apps,0.323062,114.4012467239998,0.00,0.00,0.00,0.00,-,-,0.323062,114.4012467239998,2026-07-22T12:20:21.853Z,2026-07-22T12:20:21.853Z,,,,UPI,upi-apps,2026,Jun,,,,en
14250,68,NSDL Payments Bank Apps,0.254626,19.9220234619999,0.00,0.00,0.00,0.00,-,-,0.254626,19.9220234619999,2026-07-22T12:20:21.876Z,2026-07-22T12:20:21.876Z,,,,UPI,upi-apps,2026,Jun,,,,en
14251,69,Karnataka Bank Apps,0.245323,68.6828551789999,0.00,0.02,0.00,0.02,-,-,0.245346,68.7201617789999,2026-07-22T12:20:21.885Z,2026-07-22T12:20:21.885Z,,,,UPI,upi-apps,2026,Jun,,,,en
14252,70,Saathi by PayNearBy #,0.244062,31.4740541669999,0.00,0.00,0.00,0.00,-,-,0.244062,31.4740541669999,2026-07-22T12:20:21.953Z,2026-07-22T12:20:21.953Z,,,,UPI,upi-apps,2026,Jun,,,,en
14253,71,Scapia #,0.234132,102.82686222299989,0.00,0.00,0.00,0.00,-,-,0.234132,102.82686222299989,2026-07-22T12:20:21.961Z,2026-07-22T12:20:21.961Z,,,,UPI,upi-apps,2026,Jun,,,,en
14254,72,IDBI Bank Apps,0.233249,117.00678559299992,0.00,0.00,0.00,0.00,-,-,0.233249,117.00678559299992,2026-07-22T12:20:21.969Z,2026-07-22T12:20:21.969Z,,,,UPI,upi-apps,2026,Jun,,,,en
14255,73,City Union Bank Apps,0.059329,27.183622274999987,0.09,81.57,0.00,0.31,-,-,0.14873699999999998,109.06033899799998,2026-07-22T12:20:21.976Z,2026-07-22T12:20:21.976Z,,,,UPI,upi-apps,2026,Jun,,,,en
14256,74,Karur Vysya Bank Apps,0.129786,46.324908203999904,0.00,0.00,0.00,0.00,-,-,0.129786,46.324908203999904,2026-07-22T12:20:21.985Z,2026-07-22T12:20:21.985Z,,,,UPI,upi-apps,2026,Jun,,,,en
14257,75,Dhani,0.1219,5.998288731000001,0.00,0.00,0.00,0.00,-,-,0.1219,5.998288731000001,2026-07-22T12:20:21.992Z,2026-07-22T12:20:21.992Z,,,,UPI,upi-apps,2026,Jun,,,,en
14258,76,Freo #,0.116359,27.009788831,0.00,0.00,0.00,0.00,-,-,0.116359,27.009788831,2026-07-22T12:20:22.000Z,2026-07-22T12:20:22.000Z,,,,UPI,upi-apps,2026,Jun,,,,en
14259,77,Bank of Maharashtra Apps,0.106901,38.171539454999994,0.00,0.00,0.00,0.78,-,-,0.10704899999999999,38.954488555,2026-07-22T12:20:22.008Z,2026-07-22T12:20:22.008Z,,,,UPI,upi-apps,2026,Jun,,,,en
14260,78,Fave #,0.103413,20.060643521,0.00,0.00,0.00,0.00,-,-,0.103413,20.060643521,2026-07-22T12:20:22.016Z,2026-07-22T12:20:22.016Z,,,,UPI,upi-apps,2026,Jun,,,,en
14261,79,Tamilnad Mercantile Bank Apps,0.103072,41.9598182609999,0.00,0.00,0.00,0.00,-,-,0.103072,41.9598182609999,2026-07-22T12:20:22.024Z,2026-07-22T12:20:22.024Z,,,,UPI,upi-apps,2026,Jun,,,,en
14262,80,Jummp #,0.0877,4.73138631499999,0.00,0.00,0.00,0.00,-,-,0.0877,4.73138631499999,2026-07-22T12:20:22.033Z,2026-07-22T12:20:22.033Z,,,,UPI,upi-apps,2026,Jun,,,,en
14263,81,True Balance,0.083973,2.8626742,0.00,0.00,0.00,0.00,-,-,0.083973,2.8626742,2026-07-22T12:20:22.042Z,2026-07-22T12:20:22.042Z,,,,UPI,upi-apps,2026,Jun,,,,en
14264,82,Equitas Small Finance Bank Apps,0.083953,22.168389996999903,0.00,0.00,0.00,0.00,-,-,0.083953,22.168389996999903,2026-07-22T12:20:22.053Z,2026-07-22T12:20:22.053Z,,,,UPI,upi-apps,2026,Jun,,,,en
14265,83,Indian Overseas Bank Apps,0.081566,27.8854256409999,0.00,0.00,0.00,0.00,-,-,0.081566,27.8854256409999,2026-07-22T12:20:22.067Z,2026-07-22T12:20:22.067Z,,,,UPI,upi-apps,2026,Jun,,,,en
14266,84,Payworld,0.063571,6.36695831299999,0.00,0.00,0.00,0.00,-,-,0.063571,6.36695831299999,2026-07-22T12:20:22.075Z,2026-07-22T12:20:22.075Z,,,,UPI,upi-apps,2026,Jun,,,,en
14267,85,Curie Money #,0.061598,4.326795162000001,0.00,0.00,0.00,0.00,-,-,0.061598,4.326795162000001,2026-07-22T12:20:22.083Z,2026-07-22T12:20:22.083Z,,,,UPI,upi-apps,2026,Jun,,,,en
14268,86,Lxme UPI #,0.056314,4.48509548699999,0.00,0.00,0.00,0.00,-,-,0.056314,4.48509548699999,2026-07-22T12:20:22.090Z,2026-07-22T12:20:22.090Z,,,,UPI,upi-apps,2026,Jun,,,,en
14269,87,SnapMint #,0.04224,1.6220818769999898,0.00,0.00,0.00,0.00,-,-,0.04224,1.6220818769999898,2026-07-22T12:20:22.098Z,2026-07-22T12:20:22.098Z,,,,UPI,upi-apps,2026,Jun,,,,en
14270,88,Cheq #,0.038618,3.7595358109999903,0.00,0.00,0.00,0.00,-,-,0.038618,3.7595358109999903,2026-07-22T12:20:22.107Z,2026-07-22T12:20:22.107Z,,,,UPI,upi-apps,2026,Jun,,,,en
14271,89,Punjab Sind Bank Apps,0.034773,15.767241339000002,0.00,0.00,0.00,0.00,-,-,0.034773,15.767241339000002,2026-07-22T12:20:22.116Z,2026-07-22T12:20:22.116Z,,,,UPI,upi-apps,2026,Jun,,,,en
14272,90,ZET #,0.032025,2.845711093,0.00,0.00,0.00,0.00,-,-,0.032025,2.845711093,2026-07-22T12:20:22.123Z,2026-07-22T12:20:22.123Z,,,,UPI,upi-apps,2026,Jun,,,,en
14273,91,Ultracash #,0.026565,1.81250322999999,0.00,0.00,0.00,0.00,-,-,0.026565,1.81250322999999,2026-07-22T12:20:22.130Z,2026-07-22T12:20:22.130Z,,,,UPI,upi-apps,2026,Jun,,,,en
14274,92,Others,3.848641,308.0465206999996,0.00,3.62,0.18,7.12,-,-,4.032384,318.79283632799957,2026-07-22T12:20:22.141Z,2026-07-22T12:20:22.141Z,,,,UPI,upi-apps,2026,Jun,,,,en
14659,1,PhonePe,10857.91,1443982.58,0.00,0.00,0.00,0.00,-,-,10857.91,1443982.58,2026-08-14T10:34:59.210Z,2026-08-14T10:34:59.210Z,,,,UPI,upi-apps,2026,Jul,,,,en
14660,2,Google Pay #,7649.82,1001101.5,0.00,0.00,0.00,0.00,-,-,7649.82,1001101.5,2026-08-14T10:34:59.251Z,2026-08-14T10:34:59.251Z,,,,UPI,upi-apps,2026,Jul,,,,en
14661,3,Paytm,1903.87,204565.74,0.00,0.00,0.00,0.00,-,-,1903.87,204565.74,2026-08-14T10:34:59.260Z,2026-08-14T10:34:59.260Z,,,,UPI,upi-apps,2026,Jul,,,,en
14662,4,Navi #,947.08,48318.02,0.00,0.00,0.00,0.00,-,-,947.08,48318.02,2026-08-14T10:34:59.270Z,2026-08-14T10:34:59.270Z,,,,UPI,upi-apps,2026,Jul,,,,en
14663,5,super.money #,437.27,20838.19,0.00,0.00,0.00,0.00,-,-,437.27,20838.19,2026-08-14T10:34:59.277Z,2026-08-14T10:34:59.277Z,,,,UPI,upi-apps,2026,Jul,,,,en
14664,6,BHIM,242.27,28632.66,0.00,0.00,0.00,0.00,-,-,242.27,28632.66,2026-08-14T10:34:59.286Z,2026-08-14T10:34:59.286Z,,,,UPI,upi-apps,2026,Jul,,,,en
14665,7,FamApp by Trio #,206.19,2820.96,0.00,0.00,0.00,0.00,-,-,206.19,2820.96,2026-08-14T10:34:59.295Z,2026-08-14T10:34:59.295Z,,,,UPI,upi-apps,2026,Jul,,,,en
14666,8,Whatsapp #,167.89,12957.07,0.00,0.00,0.00,0.00,-,-,167.89,12957.07,2026-08-14T10:34:59.304Z,2026-08-14T10:34:59.304Z,,,,UPI,upi-apps,2026,Jul,,,,en
14667,9,Axis Bank Apps,23.24,4979.47,120.44,8945.17,0.08,15.30,-,-,143.77,13939.94,2026-08-14T10:34:59.313Z,2026-08-14T10:34:59.313Z,,,,UPI,upi-apps,2026,Jul,,,,en
14668,10,Cred #,142.1,59278.7,0.00,0.00,0.00,0.00,-,-,142.1,59278.7,2026-08-14T10:34:59.327Z,2026-08-14T10:34:59.327Z,,,,UPI,upi-apps,2026,Jul,,,,en
14669,11,Kotak Mahindra Bank Apps,129.02,16315.82,0.01,0.24,0.00,0.00,-,-,129.03,16316.06,2026-08-14T10:34:59.339Z,2026-08-14T10:34:59.339Z,,,,UPI,upi-apps,2026,Jul,,,,en
14670,12,Amazon Pay #,90.65,10978.29,0.00,0.00,0.00,0.00,-,-,90.65,10978.29,2026-08-14T10:34:59.349Z,2026-08-14T10:34:59.349Z,,,,UPI,upi-apps,2026,Jul,,,,en
14671,13,HDFC Bank Apps,35.65,12693.55,35.06,4833.88,0.01,0.67,-,-,70.72,17528.1,2026-08-14T10:34:59.359Z,2026-08-14T10:34:59.359Z,,,,UPI,upi-apps,2026,Jul,,,,en
14672,14,Slice Small Finance Bank Apps,66.56,5949.17,3.90,356.85,0.02,6.29,-,-,70.48,6312.31,2026-08-14T10:34:59.370Z,2026-08-14T10:34:59.370Z,,,,UPI,upi-apps,2026,Jul,,,,en
14673,15,Mobikwik #,69.18,8234.3,0.00,0.00,0.00,0.00,-,-,69.18,8234.3,2026-08-14T10:34:59.379Z,2026-08-14T10:34:59.379Z,,,,UPI,upi-apps,2026,Jul,,,,en
14674,16,IDFC Bank Apps,15.76,3678.51,39.05,709.94,0.01,7.96,-,-,54.82,4396.42,2026-08-14T10:34:59.390Z,2026-08-14T10:34:59.390Z,,,,UPI,upi-apps,2026,Jul,,,,en
14675,17,Yes Bank Apps,3.72,2816.65,49.34,5352.94,0.46,10.12,-,-,53.53,8179.71,2026-08-14T10:34:59.402Z,2026-08-14T10:34:59.402Z,,,,UPI,upi-apps,2026,Jul,,,,en
14676,18,ICICI Bank Apps,23.77,8397.14,25.19,11028.97,3.46,3312.07,-,-,52.43,22738.18,2026-08-14T10:34:59.415Z,2026-08-14T10:34:59.415Z,,,,UPI,upi-apps,2026,Jul,,,,en
14677,19,State Bank of India Apps,26.18,6482.13,0.07,318.36,0.00,0.26,-,-,26.25,6800.75,2026-08-14T10:34:59.424Z,2026-08-14T10:34:59.424Z,,,,UPI,upi-apps,2026,Jul,,,,en
14678,20,Unity Small Finance Bank Apps,0.06,14.4,19.76,2434.21,0.01,0.00,-,-,19.83,2448.61,2026-08-14T10:34:59.434Z,2026-08-14T10:34:59.434Z,,,,UPI,upi-apps,2026,Jul,,,,en
14679,21,India Post Payments Bank Apps,18.94,2084.79,0.00,0.00,0.00,0.00,-,-,18.94,2084.79,2026-08-14T10:34:59.449Z,2026-08-14T10:34:59.449Z,,,,UPI,upi-apps,2026,Jul,,,,en
14680,22,Bajaj Finserv #,16.12,3626.92,0.00,0.00,0.00,0.00,-,-,16.12,3626.92,2026-08-14T10:34:59.458Z,2026-08-14T10:34:59.458Z,,,,UPI,upi-apps,2026,Jul,,,,en
14681,23,Groww #,15.41,13216.27,0.00,0.00,0.00,0.00,-,-,15.41,13216.27,2026-08-14T10:34:59.480Z,2026-08-14T10:34:59.480Z,,,,UPI,upi-apps,2026,Jul,,,,en
14682,24,KreditBee #,14.84,293.7,0.00,0.00,0.00,0.00,-,-,14.84,293.7,2026-08-14T10:35:00.903Z,2026-08-14T10:35:00.903Z,,,,UPI,upi-apps,2026,Jul,,,,en
14683,25,Airtel Payments Bank Apps,12.49,1108.67,1.61,140.50,0.00,0.00,-,-,14.1,1249.17,2026-08-14T10:35:03.213Z,2026-08-14T10:35:03.213Z,,,,UPI,upi-apps,2026,Jul,,,,en
14684,26,Samsung Pay #,10.6,750.73,0.00,0.00,0.00,0.00,-,-,10.6,750.73,2026-08-14T10:35:06.231Z,2026-08-14T10:35:06.231Z,,,,UPI,upi-apps,2026,Jul,,,,en
14685,27,POP UPI #,10.28,967.65,0.00,0.00,0.00,0.00,-,-,10.28,967.65,2026-08-14T10:35:11.306Z,2026-08-14T10:35:11.306Z,,,,UPI,upi-apps,2026,Jul,,,,en
14686,28,Federal Bank Apps,9.71,3391.84,0.01,11.59,0.01,0.08,-,-,9.73,3403.51,2026-08-14T10:35:11.984Z,2026-08-14T10:35:11.984Z,,,,UPI,upi-apps,2026,Jul,,,,en
14687,29,Jio Payments Bank Apps,6.34,407.11,0.00,0.00,0.00,0.00,-,-,6.34,407.11,2026-08-14T10:35:12.479Z,2026-08-14T10:35:12.479Z,,,,UPI,upi-apps,2026,Jul,,,,en
14688,30,Money View #,6.13,469.27,0.00,0.00,0.00,0.00,-,-,6.13,469.27,2026-08-14T10:35:12.500Z,2026-08-14T10:35:12.500Z,,,,UPI,upi-apps,2026,Jul,,,,en
14689,31,Jupiter Money #,5.08,853.38,0.00,0.00,0.00,0.00,-,-,5.08,853.38,2026-08-14T10:35:12.512Z,2026-08-14T10:35:12.512Z,,,,UPI,upi-apps,2026,Jul,,,,en
14690,32,Deutsche Bank Apps,0.03,38.66,4.71,941.57,0.01,0.16,-,-,4.75,980.39,2026-08-14T10:35:13.900Z,2026-08-14T10:35:13.900Z,,,,UPI,upi-apps,2026,Jul,,,,en
14691,33,Jammu and Kashmir Bank Apps,4.59,606.35,0.00,0.00,0.00,0.00,-,-,4.59,606.35,2026-08-14T10:35:13.923Z,2026-08-14T10:35:13.923Z,,,,UPI,upi-apps,2026,Jul,,,,en
14692,34,Canara Bank Apps,4.24,1186.82,0.00,0.00,0.00,0.00,-,-,4.24,1186.82,2026-08-14T10:35:13.936Z,2026-08-14T10:35:13.936Z,,,,UPI,upi-apps,2026,Jul,,,,en
14693,35,Flipkart UPI #,3.47,140.94,0.00,0.00,0.00,0.00,-,-,3.47,140.94,2026-08-14T10:35:13.949Z,2026-08-14T10:35:13.949Z,,,,UPI,upi-apps,2026,Jul,,,,en
14694,36,RBL Bank Apps,0.51,206.68,2.84,2478.62,0.02,11.64,-,-,3.38,2696.94,2026-08-14T10:35:13.962Z,2026-08-14T10:35:13.962Z,,,,UPI,upi-apps,2026,Jul,,,,en
14695,37,Ind Money #,3.31,1222.72,0.00,0.00,0.00,0.00,-,-,3.31,1222.72,2026-08-14T10:35:13.976Z,2026-08-14T10:35:13.976Z,,,,UPI,upi-apps,2026,Jul,,,,en
14696,38,Bharat Pe #,3.26,344.64,0.00,0.00,0.00,0.00,-,-,3.26,344.64,2026-08-14T10:35:14.189Z,2026-08-14T10:35:14.189Z,,,,UPI,upi-apps,2026,Jul,,,,en
